#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot              
       1.623357589784e-01      -4.922999630636e-02      -8.991521796200e+03      -9.090083161579e+03      -4.782982735900e-02      -9.068608201299e+03 
       1.677637038326e-01      -4.694122565949e-02      -9.154103417493e+03      -9.256755415584e+03      -4.560623566839e-02      -9.234530146525e+03 
       1.733735545460e-01      -4.500327052511e-02      -9.375361107895e+03      -9.477594686780e+03      -4.372337945161e-02      -9.455286916350e+03 
       1.791712165933e-01      -4.336641858746e-02      -9.654724354861e+03      -9.752519010289e+03      -4.213309317860e-02      -9.730720316185e+03 
       1.851628550406e-01      -4.190958077796e-02      -9.972947677566e+03      -1.006414825636e+04      -4.071767714231e-02      -1.004317058507e+04 
       1.913548923386e-01      -4.048996986990e-02      -1.029770756295e+04      -1.038295569321e+04      -3.933842960585e-02      -1.036269405220e+04 
       1.977540034047e-01      -3.896177017247e-02      -1.058696327370e+04      -1.066978205224e+04      -3.785367314093e-02      -1.064970773486e+04 
       2.043671076412e-01      -3.725922359876e-02      -1.081166561841e+04      -1.089731698216e+04      -3.619958467997e-02      -1.087664805192e+04 
       2.112013574886e-01      -3.541374698507e-02      -1.096964416168e+04      -1.106311679937e+04      -3.440658219945e-02      -1.104111562202e+04 
       2.182641230670e-01      -3.354240756617e-02      -1.108892896438e+04      -1.119276647029e+04      -3.258845307723e-02      -1.116906007517e+04 
       2.255629724148e-01      -3.178426386284e-02      -1.121530842757e+04      -1.132832300334e+04      -3.088035063644e-02      -1.130309290541e+04 
       2.331056467969e-01      -3.024017088244e-02      -1.139365699661e+04      -1.151130535137e+04      -2.938017296798e-02      -1.148522921698e+04 
       2.409000305320e-01      -2.893946542652e-02      -1.164802892185e+04      -1.176457165900e+04      -2.811645407340e-02      -1.173849861918e+04 
       2.489541147716e-01      -2.781760552943e-02      -1.196449148374e+04      -1.207603959001e+04      -2.702648537434e-02      -1.205053793502e+04 
       2.572759546771e-01      -2.674561347609e-02      -1.229187639088e+04      -1.239863875545e+04      -2.598496997638e-02      -1.237366841672e+04 
       2.658736194684e-01      -2.561207999072e-02      -1.257355299127e+04      -1.267979556990e+04      -2.488364812430e-02      -1.265471818044e+04 
       2.747551348896e-01      -2.438722029461e-02      -1.278237084364e+04      -1.289377164927e+04      -2.369364954784e-02      -1.286774558558e+04 
       2.839284177361e-01      -2.312608839586e-02      -1.293849604601e+04      -1.305837664620e+04      -2.246837955114e-02      -1.303091631085e+04 
       2.934012022427e-01      -2.194014641373e-02      -1.310298910715e+04      -1.323003280968e+04      -2.131617288962e-02      -1.320133907794e+04 
       3.031809583418e-01      -2.090359917217e-02      -1.332972534188e+04      -1.345909581529e+04      -2.030911835691e-02      -1.342988542877e+04 
       3.132748020703e-01      -1.999855011676e-02      -1.362040580715e+04      -1.374763457316e+04      -1.942978062229e-02      -1.371856545007e+04 
       3.236893987494e-01      -1.915088126914e-02      -1.392900863511e+04      -1.405361967852e+04      -1.860623190377e-02      -1.402475446743e+04 
       3.344308599814e-01      -1.828262444853e-02      -1.419587986214e+04      -1.432153042370e+04      -1.776266399337e-02      -1.429232355093e+04 
       3.455046360064e-01      -1.738499160847e-02      -1.440516224720e+04      -1.453605811853e+04      -1.689054632732e-02      -1.450588860514e+04 
       3.569154055372e-01      -1.651344665049e-02      -1.459765984120e+04      -1.473458643883e+04      -1.604381417860e-02      -1.470334235570e+04 
       3.686669658299e-01      -1.571953842504e-02      -1.482538473907e+04      -1.496530084315e+04      -1.527247914945e-02      -1.493343551695e+04 
       3.807621264358e-01      -1.500799953707e-02      -1.510080026948e+04      -1.524041699310e+04      -1.458117106069e-02      -1.520841424479e+04 
       3.932026107825e-01      -1.433226848136e-02      -1.538085336322e+04      -1.552017639508e+04      -1.392466291115e-02      -1.548803222824e+04 
       4.059889704033e-01      -1.366010656785e-02      -1.562831120862e+04      -1.577012848350e+04      -1.327161398778e-02      -1.573742752822e+04 
       4.191205172149e-01      -1.299866123167e-02      -1.584721899401e+04      -1.599343678603e+04      -1.262897858015e-02      -1.595989922286e+04 
       4.325952796593e-01      -1.237792890396e-02      -1.607559209786e+04      -1.622513102697e+04      -1.202589324208e-02      -1.619091978230e+04 
       4.464099886807e-01      -1.180684929761e-02      -1.632947809538e+04      -1.648019026933e+04      -1.147106731027e-02      -1.644562508551e+04 
       4.605600993178e-01      -1.126958263846e-02      -1.659224907477e+04      -1.674384874504e+04      -1.094905811767e-02      -1.670896848416e+04 
       4.750398530547e-01      -1.074885513564e-02      -1.683616356163e+04      -1.699018486840e+04      -1.044314089033e-02      -1.695476157730e+04 
       4.898423849236e-01      -1.024689482682e-02      -1.706415627083e+04      -1.722144762025e+04      -9.955472583331e-03      -1.718535891443e+04 
       5.049598776509e-01      -9.775782083260e-03      -1.729961440109e+04      -1.745930686336e+04      -9.497761812397e-03      -1.742268400673e+04 
       5.203837629030e-01      -9.335808603380e-03      -1.754717930104e+04      -1.770836217575e+04      -9.070283274307e-03      -1.767133987514e+04 
       5.361049670172e-01      -8.917856535986e-03      -1.778999045178e+04      -1.795304224631e+04      -8.664218110283e-03      -1.791556432832e+04 
       5.521141956593e-01      -8.517135502458e-03      -1.802014004956e+04      -1.818575678035e+04      -8.274894108236e-03      -1.814772257519e+04 
       5.684022488877e-01      -8.138858184509e-03      -1.824983348609e+04      -1.841784343865e+04      -7.907388733483e-03      -1.837928017884e+04 
       5.849603554204e-01      -7.782995966142e-03      -1.848388656118e+04      -1.865377182227e+04      -7.561644103570e-03      -1.861475780618e+04 
       6.017805128169e-01      -7.446072693256e-03      -1.871549901957e+04      -1.888729027911e+04      -7.234303074549e-03      -1.884782232784e+04 
       6.188558190846e-01      -7.125657249479e-03      -1.894083921701e+04      -1.911484965445e+04      -6.923000238736e-03      -1.907488285562e+04 
       6.361807810974e-01      -6.822122116862e-03      -1.916346673284e+04      -1.933964903155e+04      -6.628097476451e-03      -1.929919262106e+04 
       6.537515862489e-01      -6.535431992428e-03      -1.938633325778e+04      -1.956445123242e+04      -6.349560810201e-03      -1.952354208764e+04 
       6.715663258729e-01      -6.263830080787e-03      -1.960719769631e+04      -1.978725882164e+04      -6.085683244066e-03      -1.974589711066e+04 
       6.896251619359e-01      -6.005803492703e-03      -1.982419042367e+04      -2.000630393081e+04      -5.834994277474e-03      -1.996447511640e+04 
       7.079304320131e-01      -5.761172531432e-03      -2.003894664366e+04      -2.022306251375e+04      -5.597328673525e-03      -2.018077593672e+04 
       7.264866912349e-01      -5.528940699086e-03      -2.025259295819e+04      -2.043861833477e+04      -5.371701584410e-03      -2.039588929944e+04 
       7.453006933609e-01      -5.308219811963e-03      -2.046422996984e+04      -2.065217805983e+04      -5.157258003009e-03      -2.060900584022e+04 
       7.643813161160e-01      -5.098098714143e-03      -2.067337133555e+04      -2.086326137577e+04      -4.953112685867e-03      -2.081964462591e+04 
       7.837394382067e-01      -4.898011947299e-03      -2.088075682229e+04      -2.107254625601e+04      -4.758716271370e-03      -2.102849282486e+04 
       8.033877769424e-01      -4.707364212974e-03      -2.108684283231e+04      -2.128050457883e+04      -4.573490440414e-03      -2.123601958293e+04 
       8.233406961319e-01      -4.525395625818e-03      -2.129139972751e+04      -2.148693859579e+04      -4.396694765619e-03      -2.144202230478e+04 
       8.436139940092e-01      -4.351633839601e-03      -2.149455162989e+04      -2.169195671914e+04      -4.227874729199e-03      -2.164661178283e+04 
       8.642246804994e-01      -4.185494210256e-03      -2.169645284244e+04      -2.189570238171e+04      -4.066460077150e-03      -2.184993305136e+04 
       8.851907523155e-01      -4.026503765825e-03      -2.189730132358e+04      -2.209839050011e+04      -3.911991288398e-03      -2.205219823515e+04 
       9.065309733280e-01      -3.874236187557e-03      -2.209734822977e+04      -2.230027371589e+04      -3.764054168118e-03      -2.225365957475e+04 
       9.282646664796e-01      -3.728311962501e-03      -2.229691451435e+04      -2.250166650815e+04      -3.622279996479e-03      -2.245463234966e+04 
       9.504115223167e-01      -3.588311370071e-03      -2.249585500881e+04      -2.270242776323e+04      -3.486260990616e-03      -2.265497490755e+04 
       9.729914280294e-01      -3.453899894144e-03      -2.269430176391e+04      -2.290269406013e+04      -3.355672149890e-03      -2.285482302891e+04 
       9.960243197674e-01      -3.324767337164e-03      -2.289234633089e+04      -2.310255436297e+04      -3.230212079309e-03      -2.305426602229e+04 
       1.019530059944e+00      -3.200642833175e-03      -2.309013855365e+04      -2.330216005033e+04      -3.109617640610e-03      -2.325345492527e+04 
       1.043528340266e+00      -3.081268512522e-03      -2.328773880846e+04      -2.350157306464e+04      -2.993638307113e-03      -2.345245139428e+04 
       1.068038610332e+00      -2.966409597508e-03      -2.348520456694e+04      -2.370085043002e+04      -2.882045955729e-03      -2.365131248512e+04 
       1.093080030857e+00      -2.855896002764e-03      -2.368265343412e+04      -2.390011047688e+04      -2.774676749039e-03      -2.385015633555e+04 
       1.118671449876e+00      -2.749456933483e-03      -2.388010338793e+04      -2.409937222985e+04      -2.671264712002e-03      -2.404900179442e+04 
       1.144831399711e+00      -2.646949389765e-03      -2.407760167441e+04      -2.429868276330e+04      -2.571672336761e-03      -2.424789593120e+04 
       1.171578112061e+00      -2.548197690261e-03      -2.427526176542e+04      -2.449815720432e+04      -2.475728188357e-03      -2.444695353752e+04 
       1.198929548242e+00      -2.453124978146e-03      -2.447326036820e+04      -2.469797295450e+04      -2.383360111183e-03      -2.464635178758e+04 
       1.226903441490e+00      -2.361491067126e-03      -2.467142129188e+04      -2.489795336897e+04      -2.294331722556e-03      -2.484591422596e+04 
       1.255517348208e+00      -2.273190474067e-03      -2.486966200354e+04      -2.509801491721e+04      -2.208542045561e-03      -2.504555753315e+04 
       1.284788705181e+00      -2.188141235852e-03      -2.506818866649e+04      -2.529836567297e+04      -2.125912480841e-03      -2.524548934654e+04 
       1.314734890023e+00      -2.106148145425e-03      -2.526675657812e+04      -2.549875936482e+04      -2.046251212224e-03      -2.544546380348e+04 
       1.345373282468e+00      -2.027139199395e-03      -2.546557002731e+04      -2.569940123413e+04      -1.969489219218e-03      -2.564568585955e+04 
       1.376721324496e+00      -1.951013201246e-03      -2.566472261421e+04      -2.590038475491e+04      -1.895528182776e-03      -2.584624894586e+04 
       1.408796577756e+00      -1.877665348458e-03      -2.586420390690e+04      -2.610169986528e+04      -1.824266283916e-03      -2.604714294950e+04 
       1.441616777147e+00      -1.806983805834e-03      -2.606383293743e+04      -2.630316593626e+04      -1.755594870868e-03      -2.624818730948e+04 
       1.475199879853e+00      -1.738880948282e-03      -2.626370045796e+04      -2.650487388701e+04      -1.689428814110e-03      -2.644947285802e+04 
       1.509564109485e+00      -1.673254169618e-03      -2.646386485074e+04      -2.670688050102e+04      -1.625667812072e-03      -2.665105659017e+04 
       1.544727995310e+00      -1.610040849632e-03      -2.666424169122e+04      -2.690910335529e+04      -1.564252242882e-03      -2.685285582570e+04 
       1.580710406753e+00      -1.549137570202e-03      -2.686474519162e+04      -2.711145519433e+04      -1.505081055748e-03      -2.705478359663e+04 
       1.617530583591e+00      -1.490459207722e-03      -2.706561948612e+04      -2.731418046485e+04      -1.448070827894e-03      -2.725708413721e+04 
       1.655208162301e+00      -1.433939497740e-03      -2.726654393089e+04      -2.751695897083e+04      -1.393158384731e-03      -2.745943739620e+04 
       1.693763199148e+00      -1.379529724108e-03      -2.746803702369e+04      -2.772030948387e+04      -1.340296398044e-03      -2.766236175432e+04 
       1.733216190555e+00      -1.327099074853e-03      -2.766948948301e+04      -2.792362261615e+04      -1.289356725849e-03      -2.786524824912e+04 
       1.773588091303e+00      -1.276608480078e-03      -2.787132356069e+04      -2.812732014943e+04      -1.240301843896e-03      -2.806851845316e+04 
       1.814900331062e+00      -1.227982037926e-03      -2.807319448042e+04      -2.833105712979e+04      -1.193058351665e-03      -2.827182767098e+04 
       1.857174829663e+00      -1.181175313729e-03      -2.827541079829e+04      -2.853514208619e+04      -1.147583392787e-03      -2.847548422930e+04 
       1.900434011507e+00      -1.136105089491e-03      -2.847797132300e+04      -2.873957393989e+04      -1.103795373359e-03      -2.867948703256e+04 
       1.944700819383e+00      -1.092685912873e-03      -2.868050051758e+04      -2.894397788380e+04      -1.061610920138e-03      -2.888346141065e+04 
       1.989998727944e+00      -1.050868046319e-03      -2.888322305380e+04      -2.914857916162e+04      -1.020981733117e-03      -2.908763236714e+04 
       2.036351757039e+00      -1.010628867474e-03      -2.908621733979e+04      -2.935345518231e+04      -9.818871304712e-04      -2.929207741535e+04 
       2.083784485014e+00      -9.718925870826e-04      -2.928948510019e+04      -2.955860765443e+04      -9.442526841466e-04      -2.949679826536e+04 
       2.132322062120e+00      -9.345910998444e-04      -2.949284950446e+04      -2.976385848696e+04      -9.080118913492e-04      -2.970161714159e+04 
       2.181990224071e+00      -8.986879405858e-04      -2.969650735016e+04      -2.996940683239e+04      -8.731296913971e-04      -2.990673269561e+04 
       2.232815305833e+00      -8.641475390916e-04      -2.990037840985e+04      -3.017517194589e+04      -8.395722227030e-04      -3.011206431798e+04 
       2.284824255675e+00      -8.308844463850e-04      -3.010433349067e+04      -3.038102412129e+04      -8.072551302202e-04      -3.031748246920e+04 
       2.338044649503e+00      -7.988572735091e-04      -3.030843416948e+04      -3.058702553115e+04      -7.761383402484e-04      -3.052304918707e+04 
       2.392504705514e+00      -7.680421913487e-04      -3.051268644679e+04      -3.079318136318e+04      -7.461995486245e-04      -3.072876978296e+04 
       2.448233299169e+00      -7.383895660135e-04      -3.071716004798e+04      -3.099956197513e+04      -7.173902228165e-04      -3.093471446833e+04 
       2.505259978516e+00      -7.098687568070e-04      -3.092187665932e+04      -3.120618935151e+04      -6.896810415534e-04      -3.114090516677e+04 
       2.563614979861e+00      -6.823976507407e-04      -3.112666967980e+04      -3.141289697203e+04      -6.629907196797e-04      -3.134717545707e+04 
       2.623329243799e+00      -6.559763386692e-04      -3.133165324758e+04      -3.161979824415e+04      -6.373208184587e-04      -3.155363878450e+04 
       2.684434431625e+00      -6.305438022010e-04      -3.153666560907e+04      -3.182673227566e+04      -6.126112582408e-04      -3.176013423015e+04 
       2.746962942120e+00      -6.060977593224e-04      -3.174219672701e+04      -3.203419022445e+04      -5.888608109303e-04      -3.196715243652e+04 
       2.810947928726e+00      -5.825574041223e-04      -3.194752816911e+04      -3.224145070483e+04      -5.659897025081e-04      -3.217397296204e+04 
       2.876423317132e+00      -5.599229583354e-04      -3.215328644917e+04      -3.244914341780e+04      -5.439990523440e-04      -3.238122458825e+04 
       2.943423823254e+00      -5.381414949643e-04      -3.235894061677e+04      -3.265673507372e+04      -5.228370115995e-04      -3.258837474823e+04 
       3.011984971648e+00      -5.171896976696e-04      -3.256487067706e+04      -3.286460831282e+04      -5.024809985347e-04      -3.279580541447e+04 
       3.082143114342e+00      -4.970383295710e-04      -3.277089896843e+04      -3.307258280453e+04      -4.829027810154e-04      -3.300333679347e+04 
       3.153935450113e+00      -4.776562511221e-04      -3.297705963830e+04      -3.328069361899e+04      -4.640720147055e-04      -3.321100378799e+04 
       3.227400044206e+00      -4.590278813082e-04      -3.318364068474e+04      -3.348923132554e+04      -4.459739171631e-04      -3.341909637165e+04 
       3.302575848523e+00      -4.410984917762e-04      -3.339018237518e+04      -3.369773504362e+04      -4.285544851720e-04      -3.362715415148e+04 
       3.379502722269e+00      -4.238400638943e-04      -3.359662045618e+04      -3.390613794038e+04      -4.117864533418e-04      -3.383511074214e+04 
       3.458221453092e+00      -4.072558295334e-04      -3.380334643763e+04      -3.411483412087e+04      -3.956739095515e-04      -3.404335957940e+04 
       3.538773778704e+00      -3.913165820737e-04      -3.401044290306e+04      -3.432390833090e+04      -3.801882646331e-04      -3.425198501520e+04 
       3.621202409014e+00      -3.759832355483e-04      -3.421756013061e+04      -3.453300630819e+04      -3.652910963634e-04      -3.446063373305e+04 
       3.705551048775e+00      -3.612356337259e-04      -3.442473118408e+04      -3.474216508291e+04      -3.509629087425e-04      -3.466934211903e+04 
       3.791864420750e+00      -3.470543430326e-04      -3.463194108469e+04      -3.495136849052e+04      -3.371849268541e-04      -3.487809420461e+04 
       3.880188289432e+00      -3.334109859204e-04      -3.483925347567e+04      -3.516068090486e+04      -3.239292648019e-04      -3.508695420639e+04 
       3.970569485305e+00      -3.203022562316e-04      -3.504674620769e+04      -3.537018011973e+04      -3.111933695645e-04      -3.529599987506e+04 
       4.063055929677e+00      -3.076990356039e-04      -3.525436457246e+04      -3.557981128098e+04      -2.989485965199e-04      -3.550517641603e+04 
       4.157696660083e+00      -2.955875203284e-04      -3.546207518854e+04      -3.578954168568e+04      -2.871817549308e-04      -3.571445104221e+04 
       4.254541856292e+00      -2.839409072338e-04      -3.567004800191e+04      -3.599954288018e+04      -2.758664080973e-04      -3.592399493519e+04 
       4.353642866909e+00      -2.727424609460e-04      -3.587807313903e+04      -3.620960288810e+04      -2.649864040589e-04      -3.613359658889e+04 
       4.455052236601e+00      -2.619713106689e-04      -3.608598312181e+04      -3.641955511328e+04      -2.545213562286e-04      -3.634308938102e+04 
       4.558823733958e+00      -2.516302472926e-04      -3.629424164919e+04      -3.662986462997e+04      -2.444746084780e-04      -3.655293785957e+04 
       4.665012380003e+00      -2.416786159025e-04      -3.650234273566e+04      -3.684002548729e+04      -2.348058070410e-04      -3.676263640707e+04 
       4.773674477360e+00      -2.321206168276e-04      -3.671077429699e+04      -3.705052717261e+04      -2.255196789262e-04      -3.697267393784e+04 
       4.884867640112e+00      -2.229321657509e-04      -3.691923918958e+04      -3.726106894730e+04      -2.165925259661e-04      -3.718275047614e+04 
       4.998650824345e+00      -2.141006382498e-04      -3.712772932776e+04      -3.747164783175e+04      -2.080121416286e-04      -3.739286224642e+04 
       5.115084359411e+00      -2.056170520615e-04      -3.733652642081e+04      -3.768254408405e+04      -1.997699199476e-04      -3.760328954663e+04 
       5.234229979910e+00      -1.974608791044e-04      -3.754520940621e+04      -3.789333535636e+04      -1.918457129163e-04      -3.781361051163e+04 
       5.356150858428e+00      -1.896214574155e-04      -3.775394410724e+04      -3.810418946813e+04      -1.842292002639e-04      -3.802399253689e+04 
       5.480911639028e+00      -1.820902032535e-04      -3.796301697620e+04      -3.831539500214e+04      -1.769121288460e-04      -3.823472367986e+04 
       5.608578471527e+00      -1.748512457355e-04      -3.817183061426e+04      -3.852635154732e+04      -1.698790274429e-04      -3.844520440111e+04 
       5.739219046571e+00      -1.678974881647e-04      -3.838081474972e+04      -3.873749254188e+04      -1.631230837697e-04      -3.865586727006e+04 
       5.872902631520e+00      -1.612151233292e-04      -3.859001374649e+04      -3.894886256487e+04      -1.566307587762e-04      -3.886675680186e+04 
       6.009700107182e+00      -1.547982298256e-04      -3.879950807772e+04      -3.916054215353e+04      -1.503964706993e-04      -3.907795346981e+04 
       6.149684005388e+00      -1.486300567677e-04      -3.900882893924e+04      -3.937206216159e+04      -1.444037517060e-04      -3.928898849538e+04 
       6.292928547454e+00      -1.427021119100e-04      -3.921798726035e+04      -3.958343503168e+04      -1.386443911041e-04      -3.949987407662e+04 
       6.439509683533e+00      -1.370053321247e-04      -3.942734642568e+04      -3.979502548726e+04      -1.331095379447e-04      -3.971097448324e+04 
       6.589505132884e+00      -1.315345575941e-04      -3.963676860890e+04      -4.000669319144e+04      -1.277943524183e-04      -3.992214986495e+04 
       6.742994425078e+00      -1.262804282685e-04      -3.984649067911e+04      -4.021868232466e+04      -1.226896805670e-04      -4.013364309676e+04 
       6.900058942171e+00      -1.212303966367e-04      -4.005600841231e+04      -4.043048507454e+04      -1.177832261978e-04      -4.034494726672e+04 
       7.060781961847e+00      -1.163824932886e-04      -4.026566201814e+04      -4.064244428547e+04      -1.130732734293e-04      -4.055640457823e+04 
       7.225248701581e+00      -1.117224918013e-04      -4.047533424557e+04      -4.085443851283e+04      -1.085457520088e-04      -4.076789432295e+04 
       7.393546363813e+00      -1.072488317054e-04      -4.068514742843e+04      -4.106660030671e+04      -1.041993661948e-04      -4.097954736604e+04 
       7.565764182193e+00      -1.029483637060e-04      -4.089487137659e+04      -4.127868990466e+04      -1.000211229648e-04      -4.119112560192e+04 
       7.741993468887e+00      -9.881735178249e-05      -4.110453693441e+04      -4.149075120214e+04      -9.600751178969e-05      -4.140267085738e+04 
       7.922327662995e+00      -9.485601990882e-05      -4.131473407708e+04      -4.170336555709e+04      -9.215896864181e-05      -4.161476544747e+04 
       8.106862380095e+00      -9.104731011999e-05      -4.152460695850e+04      -4.191568400610e+04      -8.845857105624e-05      -4.182655990159e+04 
       8.295695462936e+00      -8.738547307404e-05      -4.173433601071e+04      -4.212788238687e+04      -8.490072744636e-05      -4.203823065856e+04 
       8.488927033317e+00      -8.387777261453e-05      -4.194473642423e+04      -4.234078215698e+04      -8.149295474329e-05      -4.225059764598e+04 
       8.686659545176e+00      -8.049932634543e-05      -4.215438134221e+04      -4.255295722484e+04      -7.821042150521e-05      -4.246223560800e+04 
       8.888997838908e+00      -7.726326335108e-05      -4.236478104026e+04      -4.276592045974e+04      -7.506650966901e-05      -4.267465599663e+04 
       9.096049196953e+00      -7.415212599237e-05      -4.257478654080e+04      -4.297852534368e+04      -7.204385404853e-05      -4.288671267671e+04 
       9.307923400683e+00      -7.116626627265e-05      -4.278500074009e+04      -4.319136952123e+04      -6.914296811575e-05      -4.309900371298e+04 
       9.524732788605e+00      -6.829590769118e-05      -4.299514795650e+04      -4.340418211723e+04      -6.635417386879e-05      -4.331125766112e+04 
       9.746592315926e+00      -6.554539103316e-05      -4.320573667128e+04      -4.361748122559e+04      -6.368201719946e-05      -4.352399076701e+04 
       9.973619615505e+00      -6.289658445675e-05      -4.341557445323e+04      -4.383006481703e+04      -6.110840607506e-05      -4.373600330494e+04 
       1.020593506022e+01      -6.035804365328e-05      -4.362582169727e+04      -4.404310437268e+04      -5.864209805860e-05      -4.394846424092e+04 
       1.044366182680e+01      -5.791963470309e-05      -4.383600931033e+04      -4.425612532416e+04      -5.627303431068e-05      -4.416090017895e+04 
       1.068692596111e+01      -5.557851864731e-05      -4.404629094418e+04      -4.446928820712e+04      -5.399849354115e-05      -4.437347047269e+04 
       1.093585644503e+01      -5.333230036653e-05      -4.425660953668e+04      -4.468253909396e+04      -5.181620917270e-05      -4.458612074052e+04 
       1.119058526478e+01      -5.117335743039e-05      -4.446667602026e+04      -4.489558950929e+04      -4.971863024191e-05      -4.479856260812e+04 
       1.145124748097e+01      -4.910179506060e-05      -4.467697615040e+04      -4.510892809673e+04      -4.770598195746e-05      -4.501128394152e+04 
       1.171798130015e+01      -4.711430166694e-05      -4.488736664924e+04      -4.532241500424e+04      -4.577505753678e-05      -4.522414444636e+04 
       1.199092814812e+01      -4.520582196077e-05      -4.509751393191e+04      -4.553571991369e+04      -4.392088712399e-05      -4.543681351647e+04 
       1.227023274492e+01      -4.337217156645e-05      -4.530755922652e+04      -4.574898555455e+04      -4.213935663039e-05      -4.564943355057e+04 
       1.255604318153e+01      -4.161460896872e-05      -4.551793534877e+04      -4.596264747139e+04      -4.043184394526e-05      -4.586243937600e+04 
       1.284851099843e+01      -3.992441627651e-05      -4.572781557662e+04      -4.617588093738e+04      -3.878967603089e-05      -4.607500650631e+04 
       1.314779126594e+01      -3.830263779509e-05      -4.593754238820e+04      -4.638904314581e+04      -3.721400713293e-05      -4.628748959796e+04 
       1.345404266640e+01      -3.674727324092e-05      -4.614782143028e+04      -4.660282498566e+04      -3.570289825954e-05      -4.650058138235e+04 
       1.376742757838e+01      -3.525310422553e-05      -4.635772721960e+04      -4.681631844989e+04      -3.425120383929e-05      -4.671337173051e+04 
       1.408811216269e+01      -3.382044379335e-05      -4.656787264149e+04      -4.703013366717e+04      -3.285932052485e-05      -4.692647079389e+04 
       1.441626645054e+01      -3.244526171878e-05      -4.677786331420e+04      -4.724388923685e+04      -3.152327816048e-05      -4.713949539996e+04 
       1.475206443369e+01      -3.112410608036e-05      -4.698751867426e+04      -4.745740109168e+04      -3.023968061313e-05      -4.735226215156e+04 
       1.509568415667e+01      -2.985751335396e-05      -4.719745026865e+04      -4.767128802965e+04      -2.900914200767e-05      -4.756538830058e+04 
       1.544730781120e+01      -2.864046726827e-05      -4.740723303606e+04      -4.788513543992e+04      -2.782668349556e-05      -4.777845788186e+04 
       1.580712183281e+01      -2.747291725345e-05      -4.761660671002e+04      -4.809867639087e+04      -2.669234082677e-05      -4.799120518289e+04 
       1.617531699964e+01      -2.635330749236e-05      -4.782625144042e+04      -4.831260470238e+04      -2.560460218060e-05      -4.820432142481e+04 
       1.655208853365e+01      -2.527784804349e-05      -4.803521252598e+04      -4.852597709493e+04      -2.455972927374e-05      -4.841686217609e+04 
       1.693763620410e+01      -2.424554920795e-05      -4.824443731073e+04      -4.873973171971e+04      -2.355677237825e-05      -4.862976639568e+04 
       1.733216443345e+01      -2.325595823773e-05      -4.845393145720e+04      -4.895388724414e+04      -2.259534351861e-05      -4.884305070710e+04 
       1.773588240581e+01      -2.230596193059e-05      -4.866297416416e+04      -4.916773084066e+04      -2.167237376436e-05      -4.905600151545e+04 
       1.814900417778e+01      -2.139373022956e-05      -4.887159357230e+04      -4.938130002190e+04      -2.078607429080e-05      -4.926865484482e+04 
       1.857174879200e+01      -2.051916011069e-05      -4.908058915355e+04      -4.959540418405e+04      -1.993638797364e-05      -4.948181799984e+04 
       1.900434039325e+01      -1.967945684682e-05      -4.928901617685e+04      -4.980910061681e+04      -1.912056289939e-05      -4.969454858562e+04 
       1.944700834733e+01      -1.887383617800e-05      -4.949742720364e+04      -5.002294354067e+04      -1.833785279256e-05      -4.990740019300e+04 
       1.989998736265e+01      -1.810114635316e-05      -4.970579578324e+04      -5.023693348453e+04      -1.758714747898e-05      -5.012036913725e+04 
       2.036351761468e+01      -1.735937522880e-05      -4.991371827490e+04      -5.045065384259e+04      -1.686646957657e-05      -5.033304111646e+04 
       2.083784487328e+01      -1.664775721506e-05      -5.012156237628e+04      -5.066450460221e+04      -1.617508909740e-05      -5.054581080783e+04 
       2.132322063306e+01      -1.596538304765e-05      -5.032932495520e+04      -5.087848569520e+04      -1.551213463660e-05      -5.075867766514e+04 
       2.181990224667e+01      -1.531014304201e-05      -5.053662587482e+04      -5.109220396984e+04      -1.487552320327e-05      -5.097125083197e+04 
       2.232815306127e+01      -1.468196665763e-05      -5.074379389142e+04      -5.130603560712e+04      -1.426522336454e-05      -5.118389883212e+04 
       2.284824255817e+01      -1.407893216832e-05      -5.095081994827e+04      -5.151995334558e+04      -1.367933397306e-05      -5.139659726515e+04 
       2.338044649571e+01      -1.350118173438e-05      -5.115787968836e+04      -5.173417486570e+04      -1.311803810424e-05      -5.160955710200e+04 
       2.392504705545e+01      -1.294617174446e-05      -5.136416069935e+04      -5.194786874845e+04      -1.257881044535e-05      -5.182195044765e+04 
       2.448233299183e+01      -1.241358926604e-05      -5.156992204389e+04      -5.216133024809e+04      -1.206136891695e-05      -5.203406670823e+04 
       2.505259978522e+01      -1.190329791848e-05      -5.177593713254e+04      -5.237533141794e+04      -1.156560452999e-05      -5.224667763133e+04 
       2.563614979863e+01      -1.141310197536e-05      -5.198115947607e+04      -5.258883965003e+04      -1.108934060481e-05      -5.245874913334e+04 
       2.623329243800e+01      -1.094344447454e-05      -5.218644903063e+04      -5.280276303951e+04      -1.063305083881e-05      -5.267118118446e+04 
       2.684434431626e+01      -1.049253557462e-05      -5.239114050999e+04      -5.301639948536e+04      -1.019496269690e-05      -5.288327790225e+04 
       2.746962942120e+01      -1.006013714561e-05      -5.259552388512e+04      -5.323011079062e+04      -9.774863308169e-06      -5.309538963113e+04 
       2.810947928726e+01      -9.645616227571e-06      -5.279958137196e+04      -5.344386729193e+04      -9.372142262806e-06      -5.330748858294e+04 
       2.876423317132e+01      -9.247738941523e-06      -5.300295142719e+04      -5.365730982563e+04      -8.985582382424e-06      -5.351921546271e+04 
