#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot              
       1.008120433951e-03      -7.751686336216e-01      -4.766453654379e+00      -4.767497838818e+00      -6.893471186661e-01      -4.764638755075e+00 
       1.031602575437e-03      -7.601592843403e-01      -4.989159788753e+00      -4.990279808251e+00      -6.749346301026e-01      -4.987249864132e+00 
       1.055631686263e-03      -7.471586106497e-01      -5.222199122620e+00      -5.223399451508e+00      -6.629989141628e-01      -5.220192500879e+00 
       1.080220506983e-03      -7.364943647244e-01      -5.466045518829e+00      -5.467330827791e+00      -6.538790878672e-01      -5.463940599030e+00 
       1.105382074914e-03      -7.284438533469e-01      -5.721194247706e+00      -5.722569326112e+00      -6.478589395432e-01      -5.718989384853e+00 
       1.131129731052e-03      -7.232231285485e-01      -5.988162781642e+00      -5.989632579761e+00      -6.451504865152e-01      -5.985856263525e+00 
       1.157477127146e-03      -7.209686034538e-01      -6.267491861860e+00      -6.269061439578e+00      -6.458775616008e-01      -6.265081794596e+00 
       1.184438232934e-03      -7.217247507134e-01      -6.559746391566e+00      -6.561420981423e+00      -6.500602405570e-01      -6.557230671790e+00 
       1.212027343550e-03      -7.254277960603e-01      -6.865516619861e+00      -6.867301538369e+00      -6.576009854148e-01      -6.862892767963e+00 
       1.240259087108e-03      -7.318973357383e-01      -7.185419124437e+00      -7.187319792732e+00      -6.682737323540e-01      -7.182684203016e+00 
       1.269148432450e-03      -7.408286403539e-01      -7.520097978618e+00      -7.522119930248e+00      -6.817170011556e-01      -7.517248494387e+00 
       1.298710697090e-03      -7.517897931631e-01      -7.870225930319e+00      -7.872374784574e+00      -6.974322763895e-01      -7.867257704582e+00 
       1.328961555332e-03      -7.642252893885e-01      -8.236505598268e+00      -8.238787044522e+00      -7.147890183924e-01      -8.233413648681e+00 
       1.359917046582e-03      -7.774676840563e-01      -8.619668144975e+00      -8.622087963988e+00      -7.330371026024e-01      -8.616446607371e+00 
       1.391593583850e-03      -7.907556730573e-01      -9.020471745766e+00      -9.023035818502e+00      -7.513282763931e-01      -9.017113799503e+00 
       1.424007962457e-03      -8.032644026604e-01      -9.439726072955e+00      -9.442440299897e+00      -7.687487386355e-01      -9.436223795324e+00 
       1.457177368934e-03      -8.141389082188e-01      -9.878266235702e+00      -9.881136584869e+00      -7.843555783891e-01      -9.874610605492e+00 
       1.491119390141e-03      -8.225409043525e-01      -1.033696400507e+01      -1.033999647526e+01      -7.972270215359e-01      -1.033314485942e+01 
       1.525852022585e-03      -8.276991569873e-01      -1.081672992247e+01      -1.081993065281e+01      -8.065178680522e-01      -1.081273607076e+01 
       1.561393681968e-03      -8.289686135270e-01      -1.131851368323e+01      -1.132188887220e+01      -8.115192722684e-01      -1.131433289984e+01 
       1.597763212950e-03      -8.258897623158e-01      -1.184330697234e+01      -1.184686288464e+01      -8.117212619781e-01      -1.183892610218e+01 
       1.634979899135e-03      -8.182404934713e-01      -1.239214429334e+01      -1.239588741001e+01      -8.068700189980e-01      -1.238754951383e+01 
       1.673063473305e-03      -8.060918638841e-01      -1.296610532169e+01      -1.297004222085e+01      -7.970192440729e-01      -1.296128221209e+01 
       1.712034127874e-03      -7.898373046512e-01      -1.356631634539e+01      -1.357045388147e+01      -7.825641660627e-01      -1.356125022779e+01 
       1.751912525599e-03      -7.702111220409e-01      -1.419395244136e+01      -1.419829775597e+01      -7.642539438802e-01      -1.418862858897e+01 
       1.792719810534e-03      -7.482796809766e-01      -1.485023932774e+01      -1.485479988071e+01      -7.431796161750e-01      -1.484464318209e+01 
       1.834477619243e-03      -7.253988399082e-01      -1.553645530760e+01      -1.554123905385e+01      -7.207298668773e-01      -1.553057278856e+01 
       1.877208092267e-03      -7.031417072983e-01      -1.625393363648e+01      -1.625894902992e+01      -6.985090871773e-01      -1.624775125376e+01 
       1.920933885870e-03      -6.831899839051e-01      -1.700406452981e+01      -1.700932073553e+01      -6.782235868777e-01      -1.699756959467e+01 
       1.965678184045e-03      -6.671926623398e-01      -1.778829733951e+01      -1.779380429860e+01      -6.615358820150e-01      -1.778147795494e+01 
       2.011464710812e-03      -6.566117910778e-01      -1.860814355455e+01      -1.861391209138e+01      -6.499035167264e-01      -1.860098853408e+01 
       2.058317742794e-03      -6.525377770228e-01      -1.946517797693e+01      -1.947122011514e+01      -6.443972095487e-01      -1.945767681581e+01 
       2.106262122089e-03      -6.555378165165e-01      -2.036104246687e+01      -2.036737151235e+01      -6.455485071236e-01      -2.035318501255e+01 
       2.155323269440e-03      -6.655169923309e-01      -2.129744788451e+01      -2.130407864600e+01      -6.532197853373e-01      -2.128922403132e+01 
       2.205527197717e-03      -6.816354355874e-01      -2.227617727764e+01      -2.228312622703e+01      -6.665340630223e-01      -2.226757655651e+01 
       2.256900525709e-03      -7.023035364091e-01      -2.329908819333e+01      -2.330637363933e+01      -6.838878573743e-01      -2.329009937277e+01 
       2.309470492232e-03      -7.252788278969e-01      -2.436811526295e+01      -2.437575791211e+01      -7.030629440855e-01      -2.435872634377e+01 
       2.363264970581e-03      -7.478504555172e-01      -2.548527440193e+01      -2.549329715748e+01      -7.214365369717e-01      -2.547547209708e+01 
       2.418312483298e-03      -7.671405500602e-01      -2.665266427645e+01      -2.666109266680e+01      -7.362917580527e-01      -2.664243422488e+01 
       2.474642217304e-03      -7.804743531357e-01      -2.787247067803e+01      -2.788133316069e+01      -7.451957486891e-01      -2.786179780057e+01 
       2.532284039369e-03      -7.857823571377e-01      -2.914696993522e+01      -2.915629794199e+01      -7.463964161778e-01      -2.913583883775e+01 
       2.591268511951e-03      -7.819829139205e-01      -3.047852999351e+01      -3.048835835198e+01      -7.391812515912e-01      -3.046692593631e+01 
       2.651626909397e-03      -7.692818650995e-01      -3.186961788604e+01      -3.187998470218e+01      -7.241344095198e-01      -3.185752748284e+01 
       2.713391234529e-03      -7.492743714354e-01      -3.332279920571e+01      -3.333374614261e+01      -7.031874160950e-01      -3.331021151139e+01 
       2.776594235609e-03      -7.248442941609e-01      -3.484074573120e+01      -3.485231795520e+01      -6.794516608020e-01      -3.482765295840e+01 
       2.841269423706e-03      -6.997887354214e-01      -3.642623679029e+01      -3.643848321711e+01      -6.567856381162e-01      -3.641263501125e+01 
       2.907451090460e-03      -6.782030863435e-01      -3.808215423848e+01      -3.809512750562e+01      -6.391297476199e-01      -3.806804343415e+01 
       2.975174326267e-03      -6.637099584272e-01      -3.981152260853e+01      -3.982527877796e+01      -6.297295669062e-01      -3.979690594565e+01 
       3.044475038883e-03      -6.586340939259e-01      -4.161745493569e+01      -4.163205353968e+01      -6.303340836509e-01      -4.160233782346e+01 
       3.115389972462e-03      -6.633609184803e-01      -4.350320421628e+01      -4.351870838214e+01      -6.406361692070e-01      -4.348759298780e+01 
       3.187956727042e-03      -6.760325100149e-01      -4.547215333746e+01      -4.548862936377e+01      -6.580822586415e-01      -4.545605330256e+01 
       3.262213778477e-03      -6.927389641400e-01      -4.752781421384e+01      -4.754533143882e+01      -6.782037694635e-01      -4.751122812478e+01 
       3.338200498837e-03      -7.083053086981e-01      -4.967383669040e+01      -4.969246760631e+01      -6.955210214677e-01      -4.965676396728e+01 
       3.415957177288e-03      -7.175476080928e-01      -5.191401671292e+01      -5.193383695283e+01      -7.048706135569e-01      -5.189645341622e+01 
       3.495525041450e-03      -7.167671190955e-01      -5.425229232820e+01      -5.427338074913e+01      -7.028780107793e-01      -5.423423220959e+01 
       3.576946279257e-03      -7.050741825955e-01      -5.669275473893e+01      -5.671519323083e+01      -6.891551553688e-01      -5.667419090640e+01 
       3.660264061329e-03      -6.850781081736e-01      -5.923964899644e+01      -5.926352361024e+01      -6.667961748773e-01      -5.922057710102e+01 
       3.745522563855e-03      -6.625635938803e-01      -6.189738819893e+01      -6.192278957442e+01      -6.418322278509e-01      -6.187780874486e+01 
       3.832766992022e-03      -6.450149242212e-01      -6.467054274407e+01      -6.469756620775e+01      -6.215905385161e-01      -6.465046209734e+01 
       3.922043603981e-03      -6.392374480588e-01      -6.756386023769e+01      -6.759260801815e+01      -6.123047534246e-01      -6.754329181324e+01 
       4.013399735374e-03      -6.487358856460e-01      -7.058225533108e+01      -7.061283738896e+01      -6.167637232596e-01      -7.056121793266e+01 
       4.106883824429e-03      -6.718212501101e-01      -7.373083667137e+01      -7.376337211120e+01      -6.328639855415e-01      -7.370935215315e+01 
       4.202545437650e-03      -7.013776294161e-01      -7.701488175847e+01      -7.704950106825e+01      -6.537134742253e-01      -7.699297334175e+01 
       4.300435296088e-03      -7.267902178384e-01      -8.043988264306e+01      -8.047672934929e+01      -6.698128000686e-01      -8.041757406949e+01 
       4.400605302244e-03      -7.377201804885e-01      -8.401149938333e+01      -8.405073272776e+01      -6.731603196562e-01      -8.398881756296e+01 
       4.503108567580e-03      -7.284676064438e-01      -8.773561951260e+01      -8.777741591899e+01      -6.611980702057e-01      -8.771259891683e+01 
       4.607999440684e-03      -7.010150917086e-01      -9.161832114168e+01      -9.166287665340e+01      -6.387859479619e-01      -9.159501081009e+01 
       4.715333536085e-03      -6.649795008032e-01      -9.566590759892e+01      -9.571343934811e+01      -6.176003884494e-01      -9.564237714011e+01 
       4.825167763743e-03      -6.338388629968e-01      -9.988488356973e+01      -9.993563140516e+01      -6.092199374742e-01      -9.986122591630e+01 
       4.937560359217e-03      -6.186042401306e-01      -1.042820135107e+02      -1.043362401680e+02      -6.189558658982e-01      -1.042583422102e+02 
       5.052570914550e-03      -6.219708285321e-01      -1.088642478851e+02      -1.089222410873e+02      -6.426645804151e-01      -1.088406928661e+02 
       5.170260409860e-03      -6.364307472979e-01      -1.136388127075e+02      -1.137008843083e+02      -6.681290185522e-01      -1.136155130899e+02 
       5.290691245677e-03      -6.482017509434e-01      -1.186131733103e+02      -1.186796583590e+02      -6.811240848552e-01      -1.185902733909e+02 
       5.413927276022e-03      -6.455621974469e-01      -1.237950052544e+02      -1.238662634677e+02      -6.734275097227e-01      -1.237726581095e+02 
       5.540033842271e-03      -6.274282037919e-01      -1.291922776800e+02      -1.292686920066e+02      -6.499321409280e-01      -1.291706514201e+02 
       5.669077807794e-03      -6.048836730940e-01      -1.348132206631e+02      -1.348951984505e+02      -6.260522360233e-01      -1.347925070316e+02 
       5.801127593410e-03      -5.939072946359e-01      -1.406662913010e+02      -1.407542646185e+02      -6.170928611122e-01      -1.406467079225e+02 
       5.936253213663e-03      -6.030983697455e-01      -1.467602539686e+02      -1.468546840370e+02      -6.279985997019e-01      -1.467420420951e+02 
       6.074526313946e-03      -6.242197207123e-01      -1.531041407541e+02      -1.532055202231e+02      -6.513598101595e-01      -1.530875567029e+02 
       6.216020208486e-03      -6.352889980858e-01      -1.597070915648e+02      -1.598159500164e+02      -6.699016272092e-01      -1.596924031470e+02 
       6.360809919219e-03      -6.217505364747e-01      -1.665788660742e+02      -1.666957779985e+02      -6.629228047734e-01      -1.665663608834e+02 
       6.508972215567e-03      -5.915865593480e-01      -1.737295442184e+02      -1.738551405155e+02      -6.283725950034e-01      -1.737195530239e+02 
       6.660585655139e-03      -5.493933994796e-01      -1.811686621940e+02      -1.813036316577e+02      -6.031441513214e-01      -1.811615705475e+02 
       6.815730625390e-03      -5.811008715520e-01      -1.889086087742e+02      -1.890537119353e+02      -5.614467257276e-01      -1.889048818537e+02 
       6.974489386235e-03      -5.830319056084e-01      -1.969568230497e+02      -1.971129021754e+02      -5.614920317406e-01      -1.969569643103e+02 
       7.136946113671e-03      -5.772612212624e-01      -2.053242406253e+02      -2.054922191236e+02      -5.612405066835e-01      -2.053288114534e+02 
       7.303186944404e-03      -5.735020088898e-01      -2.140244478336e+02      -2.142053371651e+02      -5.580015974828e-01      -2.140340782738e+02 
       7.473300021525e-03      -5.713442361658e-01      -2.230680515079e+02      -2.232629509401e+02      -5.550385537954e-01      -2.230834394447e+02 
       7.647375541239e-03      -5.688811335223e-01      -2.324670755922e+02      -2.326771738614e+02      -5.525747714069e-01      -2.324889854501e+02 
       7.825505800689e-03      -5.660756648946e-01      -2.422352545756e+02      -2.424618266985e+02      -5.499817442634e-01      -2.422645141124e+02 
       8.007785246897e-03      -5.632198698025e-01      -2.523815705617e+02      -2.526259812902e+02      -5.472162400182e-01      -2.524190773001e+02 
       8.194310526839e-03      -5.603506086448e-01      -2.629203537365e+02      -2.631840692787e+02      -5.444140609390e-01      -2.629670812278e+02 
       8.385180538687e-03      -5.574215899017e-01      -2.738647087972e+02      -2.741493017539e+02      -5.415682994223e-01      -2.739217114995e+02 
       8.580496484247e-03      -5.544400620110e-01      -2.852280481705e+02      -2.855352140142e+02      -5.386716247265e-01      -2.852964751699e+02 
       8.780361922620e-03      -5.513990656109e-01      -2.970231856156e+02      -2.973547755471e+02      -5.357170707000e-01      -2.971043087244e+02 
       8.984882825106e-03      -5.483004128006e-01      -3.092641080171e+02      -3.096221371690e+02      -5.327064708025e-01      -3.093593279089e+02 
       9.194167631394e-03      -5.451464148285e-01      -3.219648993335e+02      -3.223515834470e+02      -5.296421749045e-01      -3.220757764065e+02 
       9.408327307060e-03      -5.419294858091e-01      -3.351390317274e+02      -3.355568009709e+02      -5.265165763203e-01      -3.352672981586e+02 
       9.627475402398e-03      -5.386568616994e-01      -3.488015986200e+02      -3.492531061426e+02      -5.233369678850e-01      -3.489491644987e+02 
       9.851728112630e-03      -5.353277487628e-01      -3.629670511855e+02      -3.634551714330e+02      -5.201025770103e-01      -3.631360035226e+02 
       1.008120433951e-02      -5.319384517396e-01      -3.776497486223e+02      -3.781775886686e+02      -5.168097087693e-01      -3.778423609630e+02 
       1.031602575437e-02      -5.284800665928e-01      -3.928636837740e+02      -3.934345722094e+02      -5.134494235005e-01      -3.930824070672e+02 
       1.055631686263e-02      -5.249683785654e-01      -4.086256514175e+02      -4.092431451142e+02      -5.100376131141e-01      -4.088731178674e+02 
       1.080220506983e-02      -5.213620351663e-01      -4.249458632492e+02      -4.256137929433e+02      -5.065327076816e-01      -4.252249291247e+02 
       1.105382074914e-02      -5.177636523800e-01      -4.418518043633e+02      -4.425743004184e+02      -5.030379386671e-01      -4.421655602095e+02 
       1.131129731052e-02      -5.140288286126e-01      -4.593409857655e+02      -4.601225330012e+02      -4.994080804204e-01      -4.596928226144e+02 
       1.157477127146e-02      -5.102668611541e-01      -4.774421794036e+02      -4.782876600313e+02      -4.957530869894e-01      -4.778358041449e+02 
       1.184438232934e-02      -5.064753984591e-01      -4.961706707996e+02      -4.970854192793e+02      -4.920706172568e-01      -4.966101614032e+02 
       1.212027343550e-02      -5.025880917662e-01      -5.155323874184e+02      -5.165221693914e+02      -4.882939445971e-01      -5.160221814493e+02 
       1.240259087108e-02      -4.986370804478e-01      -5.355463760947e+02      -5.366174341277e+02      -4.844554219913e-01      -5.360913005049e+02 
       1.269148432450e-02      -4.946181056349e-01      -5.562269383377e+02      -5.573859637829e+02      -4.805507712767e-01      -5.568321889131e+02 
       1.298710697090e-02      -4.905317852324e-01      -5.775882580723e+02      -5.788424530030e+02      -4.765806399805e-01      -5.782594517370e+02 
       1.328961555332e-02      -4.863815127339e-01      -5.996455676996e+02      -6.010026366623e+02      -4.725484384405e-01      -6.003887348572e+02 
       1.359917046582e-02      -4.821648914019e-01      -6.224117170900e+02      -6.238800263570e+02      -4.684517845071e-01      -6.232334375072e+02 
       1.391593583851e-02      -4.778748560798e-01      -6.458988928565e+02      -6.474874652674e+02      -4.642835755174e-01      -6.468062917341e+02 
       1.424007962457e-02      -4.735296288899e-01      -6.701233430924e+02      -6.718419409361e+02      -4.600621536686e-01      -6.711241582700e+02 
       1.457177368935e-02      -4.691110372036e-01      -6.950935366293e+02      -6.969526671610e+02      -4.557692532322e-01      -6.961961284014e+02 
       1.491119390141e-02      -4.646246399504e-01      -7.208221985867e+02      -7.228331082409e+02      -4.514104706817e-01      -7.220355420010e+02 
       1.525852022587e-02      -4.600695313749e-01      -7.473201145021e+02      -7.494947713412e+02      -4.469848964044e-01      -7.486537858519e+02 
       1.561393681973e-02      -4.554218223949e-01      -7.745915813639e+02      -7.769427492352e+02      -4.424684996330e-01      -7.760558250411e+02 
       1.597763212960e-02      -4.507593418802e-01      -8.026654470957e+02      -8.052067894194e+02      -4.379395560303e-01      -8.042712467465e+02 
       1.634979899160e-02      -4.460028420530e-01      -8.315293767391e+02      -8.342757852170e+02      -4.333183680557e-01      -8.332887598756e+02 
       1.673063473360e-02      -4.411781908414e-01      -8.611968559566e+02      -8.641641744183e+02      -4.286309481533e-01      -8.631226439033e+02 
       1.712034127995e-02      -4.362812194859e-01      -8.916725748160e+02      -8.948776733876e+02      -4.238730926458e-01      -8.937784511135e+02 
       1.751912525859e-02      -4.313216285972e-01      -9.229640237003e+02      -9.264249146141e+02      -4.190545440469e-01      -9.252646298816e+02 
       1.792719811085e-02      -4.262966103663e-01      -9.550738948081e+02      -9.588096981250e+02      -4.141724590561e-01      -9.575848047189e+02 
       1.834477620386e-02      -4.212061785169e-01      -9.880039648481e+02      -9.920350460996e+02      -4.092268321166e-01      -9.907418013040e+02 
       1.877208094595e-02      -4.160492864074e-01      -1.021754406378e+03      -1.026102402203e+03      -4.042165804248e-01      -1.024736863866e+03 
       1.920933890520e-02      -4.108362048594e-01      -1.056327975893e+03      -1.061015786753e+03      -3.991520019018e-01      -1.059573812662e+03 
       1.965678193167e-02      -4.055528299232e-01      -1.091716648573e+03      -1.096768583190e+03      -3.940188724203e-01      -1.095245815693e+03 
       2.011464728383e-02      -4.002062181865e-01      -1.127918051235e+03      -1.133359751192e+03      -3.888242523432e-01      -1.131751625209e+03 
       2.058317776042e-02      -3.948011644451e-01      -1.164928717259e+03      -1.170787186947e+03      -3.835729033535e-01      -1.169088926015e+03 
       2.106262183911e-02      -3.893438392350e-01      -1.202743386378e+03      -1.209047022489e+03      -3.782709778029e-01      -1.207253635341e+03 
       2.155323382453e-02      -3.838219815248e-01      -1.241347621091e+03      -1.248126231702e+03      -3.729060707887e-01      -1.246232515391e+03 
       2.205527400886e-02      -3.782462543969e-01      -1.280733081847e+03      -1.288018004679e+03      -3.674888543494e-01      -1.286018521974e+03 
       2.256900885028e-02      -3.726231776389e-01      -1.320894664741e+03      -1.328718185953e+03      -3.620257561978e-01      -1.326607354328e+03 
       2.309471117628e-02      -3.669473055164e-01      -1.361811542348e+03      -1.370207634693e+03      -3.565112484146e-01      -1.367979621057e+03 
       2.363266042170e-02      -3.612317653142e-01      -1.403477118254e+03      -1.412480909590e+03      -3.509584123872e-01      -1.410129704177e+03 
       2.418314291512e-02      -3.554676306543e-01      -1.445867643459e+03      -1.455515617938e+03      -3.453581765971e-01      -1.453035014165e+03 
       2.474645223150e-02      -3.496637594783e-01      -1.488976506626e+03      -1.499305603861e+03      -3.397192728967e-01      -1.496689328143e+03 
       2.532288963436e-02      -3.438260072089e-01      -1.532782463370e+03      -1.543831142759e+03      -3.340475155235e-01      -1.541072697428e+03 
       2.591276463742e-02      -3.379580158290e-01      -1.577270835179e+03      -1.589078272285e+03      -3.283464074165e-01      -1.586171057179e+03 
       2.651639572258e-02      -3.320751968526e-01      -1.622438851197e+03      -1.635044347685e+03      -3.226312556437e-01      -1.631981744742e+03 
       2.713411125913e-02      -3.261631778124e-01      -1.668256383244e+03      -1.681699624393e+03      -3.168874581345e-01      -1.678474975555e+03 
       2.776625067709e-02      -3.202323605387e-01      -1.714715557023e+03      -1.729036384467e+03      -3.111252858366e-01      -1.725643012448e+03 
       2.841316595602e-02      -3.142923424554e-01      -1.761807175900e+03      -1.777045326091e+03      -3.053542156644e-01      -1.773476576236e+03 
       2.907522349705e-02      -3.083425975314e-01      -1.809528471205e+03      -1.825721927327e+03      -2.995734559200e-01      -1.821971421806e+03 
       2.975280645235e-02      -3.023913031792e-01      -1.857865753946e+03      -1.875052826611e+03      -2.937910962079e-01      -1.871114145353e+03 
       3.044631758858e-02      -2.964602930608e-01      -1.906845605021e+03      -1.925061928740e+03      -2.880288131052e-01      -1.920929053615e+03 
       3.115618276137e-02      -2.905446994710e-01      -1.956462764767e+03      -1.975742564760e+03      -2.822815035847e-01      -1.971409702133e+03 
       3.188285507307e-02      -2.846630025966e-01      -2.006754937730e+03      -2.027129023249e+03      -2.765674663517e-01      -2.022590889933e+03 
       3.262681977722e-02      -2.788039975600e-01      -2.057722668241e+03      -2.079219052885e+03      -2.708752252601e-01      -2.074470803703e+03 
       3.338859997833e-02      -2.729797076098e-01      -2.109410729352e+03      -2.132053238231e+03      -2.652165993234e-01      -2.127090654869e+03 
       3.416876315578e-02      -2.671948601095e-01      -2.161861584971e+03      -2.185669631696e+03      -2.595961004221e-01      -2.180489159217e+03 
       3.496792851505e-02      -2.614695811245e-01      -2.215158823271e+03      -2.240145749326e+03      -2.540336845109e-01      -2.234744729040e+03 
       3.578677513929e-02      -2.558043368771e-01      -2.269370889114e+03      -2.295544116441e+03      -2.485295710364e-01      -2.289920772106e+03 
       3.662605087968e-02      -2.502071957957e-01      -2.324590372084e+03      -2.351950654433e+03      -2.430916338475e-01      -2.346104193494e+03 
       3.748658188650e-02      -2.446850520999e-01      -2.380940186817e+03      -2.409478943301e+03      -2.377265207971e-01      -2.403409954789e+03 
       3.836928264369e-02      -2.392461839783e-01      -2.438552240571e+03      -2.468253078787e+03      -2.324423329383e-01      -2.461963288345e+03 
       3.927516633199e-02      -2.338988979208e-01      -2.497591318855e+03      -2.528427708405e+03      -2.272471719575e-01      -2.521920321167e+03 
       4.020535530842e-02      -2.286441758578e-01      -2.558221059922e+03      -2.590155751606e+03      -2.221418375142e-01      -2.583435544033e+03 
       4.116109145665e-02      -2.234952433145e-01      -2.620662593855e+03      -2.653646818617e+03      -2.171394098997e-01      -2.646720225634e+03 
       4.214374613264e-02      -2.184523599785e-01      -2.685151917743e+03      -2.719123965382e+03      -2.122399200413e-01      -2.711999293333e+03 
       4.315482940617e-02      -2.135231246130e-01      -2.751945254377e+03      -2.786830304771e+03      -2.074508686983e-01      -2.779517744259e+03 
       4.419599828053e-02      -2.087115721813e-01      -2.821330520070e+03      -2.857039755592e+03      -2.027761627085e-01      -2.849551499519e+03 
       4.526906356221e-02      -2.040197452345e-01      -2.893617282412e+03      -2.930047170323e+03      -1.982177395218e-01      -2.922397511936e+03 
       4.637599505077e-02      -1.994535812658e-01      -2.969164994517e+03      -3.006198059666e+03      -1.937814433039e-01      -2.998403237917e+03 
       4.751892472747e-02      -1.950118484799e-01      -3.048320513375e+03      -3.085823726490e+03      -1.894660099559e-01      -3.077902187311e+03 
       4.870014764302e-02      -1.906961600010e-01      -3.131467275383e+03      -3.169294488408e+03      -1.852730465544e-01      -3.161266478212e+03 
       4.992212024093e-02      -1.865065669226e-01      -3.219012693587e+03      -3.257004439911e+03      -1.812026120266e-01      -3.248892020998e+03 
       5.118745590741e-02      -1.824365826003e-01      -3.311294429476e+03      -3.349281439957e+03      -1.772483808319e-01      -3.341107985676e+03 
       5.249891761297e-02      -1.784838790993e-01      -3.408767017363e+03      -3.446573386352e+03      -1.734080206600e-01      -3.438363006594e+03 
       5.385940760579e-02      -1.746412637961e-01      -3.511723919864e+03      -3.549170561621e+03      -1.696746661632e-01      -3.540947668402e+03 
       5.527195423254e-02      -1.708959319480e-01      -3.620435157974e+03      -3.657347701249e+03      -1.660357988909e-01      -3.649135786591e+03 
       5.673969609434e-02      -1.672377111525e-01      -3.735152885612e+03      -3.771368978986e+03      -1.624815650080e-01      -3.763189481151e+03 
       5.826586388863e-02      -1.636488299361e-01      -3.855935172321e+03      -3.891314459298e+03      -1.589947032562e-01      -3.883185328601e+03 
       5.985376043133e-02      -1.601096162437e-01      -3.982707677573e+03      -4.017146884295e+03      -1.555561192980e-01      -4.009080305665e+03 
       6.150673948653e-02      -1.565990564669e-01      -4.115245973837e+03      -4.148689731671e+03      -1.521454339525e-01      -4.140690527956e+03 
       6.322818413955e-02      -1.530850427439e-01      -4.253002503759e+03      -4.285462159554e+03      -1.487313053633e-01      -4.277525058231e+03 
       6.502148552059e-02      -1.495458857539e-01      -4.395284322578e+03      -4.426853978377e+03      -1.452928484733e-01      -4.418961193567e+03 
       6.689002270998e-02      -1.459457127235e-01      -4.541012042561e+03      -4.571887421775e+03      -1.417950269941e-01      -4.564005954316e+03 
       6.883714462717e-02      -1.422475331992e-01      -4.688808733545e+03      -4.719300787603e+03      -1.382016653051e-01      -4.711380490616e+03 
       7.086615462278e-02      -1.384550495341e-01      -4.837228862837e+03      -4.867775493664e+03      -1.345174304627e-01      -4.859747280257e+03 
       7.298029836408e-02      -1.345107507652e-01      -4.984315183440e+03      -5.015486595636e+03      -1.306852487572e-01      -5.007261942003e+03 
       7.518275543973e-02      -1.304013604611e-01      -5.128133680804e+03      -5.160624936667e+03      -1.266923441833e-01      -5.152097034237e+03 
       7.747663492563e-02      -1.261543553308e-01      -5.267036313049e+03      -5.301648321027e+03      -1.225665435704e-01      -5.292694866108e+03 
       7.986497496678e-02      -1.217322024609e-01      -5.399178302372e+03      -5.436781165045e+03      -1.182698588439e-01      -5.427270238241e+03 
       8.235074625625e-02      -1.171948012821e-01      -5.523724873283e+03      -5.565202360322e+03      -1.138618078119e-01      -5.555000457987e+03 
       8.493685914393e-02      -1.125533335576e-01      -5.640277395858e+03      -5.686452692787e+03      -1.093523198819e-01      -5.675436078491e+03 
       8.762617399328e-02      -1.078739466370e-01      -5.749692255001e+03      -5.801238472219e+03      -1.048061384631e-01      -5.789306370393e+03 
       9.042151432680e-02      -1.032144297757e-01      -5.854176588070e+03      -5.911515573472e+03      -1.002789733611e-01      -5.898605132672e+03 
       9.332568225986e-02      -9.866568719497e-02      -5.957295169883e+03      -6.020498003867e+03      -9.585970082489e-02      -6.006598991922e+03 
       9.634147571355e-02      -9.430242230143e-02      -6.064083078038e+03      -6.132788202733e+03      -9.162059678795e-02      -6.117954861146e+03 
       9.947170691365e-02      -9.019977289773e-02      -6.180579257660e+03      -6.253944787520e+03      -8.763460706417e-02      -6.238302637667e+03 
       1.027192217189e-01      -8.642021943018e-02      -6.313268236913e+03      -6.389976070148e+03      -8.396245010387e-02      -6.373720970313e+03 
       1.060869193686e-01      -8.301393081392e-02      -6.468350462791e+03      -6.546689421269e+03      -8.065326128954e-02      -6.530074719366e+03 
       1.095777722942e-01      -7.996938809341e-02      -6.650452513827e+03      -6.728479694531e+03      -7.769507315252e-02      -6.711791979152e+03 
       1.131948456931e-01      -7.727848006659e-02      -6.861499758848e+03      -6.937289438061e+03      -7.508082654862e-02      -6.920811314895e+03 
       1.169413166167e-01      -7.486065760148e-02      -7.099661393349e+03      -7.171609309710e+03      -7.273164253233e-02      -7.155574200036e+03 
       1.208204923721e-01      -7.262870580673e-02      -7.358644367210e+03      -7.425800019084e+03      -7.056315421734e-02      -7.410343037438e+03 
       1.248358280789e-01      -7.046470780784e-02      -7.627828153409e+03      -7.690181101995e+03      -6.846067780552e-02      -7.675297056830e+03 
       1.289909432562e-01      -6.824824656638e-02      -7.893113299142e+03      -7.951767392208e+03      -6.630711268245e-02      -7.937285793697e+03 
       1.332896373439e-01      -6.589430127695e-02      -8.139573774361e+03      -8.196727270511e+03      -6.402026536823e-02      -8.182316000551e+03 
       1.377359040792e-01      -6.333312739611e-02      -8.353826717963e+03      -8.412511685705e+03      -6.153193456994e-02      -8.397716831288e+03 
       1.423339446638e-01      -6.056799930897e-02      -8.528291515761e+03      -8.591858747553e+03      -5.884548221979e-02      -8.576181489573e+03 
       1.470881796605e-01      -5.765534127876e-02      -8.663936874619e+03      -8.735351252214e+03      -5.601566445760e-02      -8.718352639735e+03 
       1.520032595534e-01      -5.470351596386e-02      -8.771832900257e+03      -8.852911898375e+03      -5.314776145669e-02      -8.834325500438e+03 
       1.570840738991e-01      -5.185112676127e-02      -8.872362190289e+03      -8.963159672632e+03      -5.037649338481e-02      -8.942981973981e+03 
